Titulo;Ano;Avaliação Pedagógica;Caminho crítico;Categoria;UF;Municipio;Origem;Tipos ocorrências
AM - MANAUS - 50642 EE PADRE LUIS RUAS - Clima e Tempo - Tempestade torrencial;2016;Enem;2. Implementação - Aplicação do exame;Clima e Tempo - Tempestade torrencial;AM;AM - MANAUS;RNC;
ES - SAO GABRIEL DA PALHA - 3976 EEEFM São Gabriel da Palha - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;ES;ES - SAO GABRIEL DA PALHA;RM;
AC - RIO BRANCO - 65 EEFM ANTÔNIA FERNANDES DE FREITAS - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;AC;AC - RIO BRANCO;RNC;
AC - RIO BRANCO - 59 EEF FRANCISCO SALGADO FILHO - Emergências médicas;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;AC;AC - RIO BRANCO;RNC;
PB - JOAO PESSOA - 51428 COL SESQUICENTENARIO - Malote - Integridade do cadeado eletrônico;2016;Enem;2. Implementação - Aplicação do exame;Malote - Integridade do cadeado eletrônico;PB;PB - JOAO PESSOA;RM;
SE - JAPARATUBA - 3257 Escola Municipal Professora Maria de Souza Campos - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - JAPARATUBA;RM;
TO - PALMAS - 1205 Escola Municipal Aurélio Buarque de Holanda - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;TO;TO - PALMAS;RM;
SE - ARACAJU - 3132 INSTITUTO DOM FERNANDO GOMES - Eliminação de Participantes;2016;Enem;;;;;;
SE - ARACAJU - 3132 INSTITUTO DOM FERNANDO GOMES - Eliminação de Participantes;2016;Enem;;;;;;
TO - ARAGUAÍNA - 1109 CEM PAULO FREIRE - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Boletim de ocorrência;TO;TO - ARAGUAÍNA;RNC;
AM - MANAUS - 50642 EE PADRE LUIS RUAS - Clima e Tempo - Tempestade torrencial;2016;Enem;2. Implementação - Aplicação do exame;Clima e Tempo - Tempestade torrencial;AM;AM - MANAUS;RNC;
AM - MANAUS - 50642 EE PADRE LUIS RUAS - Clima e tempo;2016;Enem;;;;;;
AM - MANAUS - 50642 EE PADRE LUIS RUAS - Clima e tempo;2016;Enem;;;;;;
AM - MANAUS - 50642 EE PADRE LUIS RUAS - Clima e tempo;2016;Enem;;;;;;
AP - SANTANA - 50989 CEP DE SANTANA - PROFA MARIA SALOME GOMES SARES - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AP;AP - SANTANA;RNC;
PB - UIRAUNA - 51095 EEEFM JOVELINA GOMES - Aplicação - Dado Biométrico;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Dado Biométrico;PB;PB - UIRAUNA;RM;
SE - ITABAIANA - 3218 COLÉGIO O SABER - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tumulto em local de prova;SE;SE - ITABAIANA;RNC;
MA - SÃO MATEUS DO MARANHÃO - 994 CE LUÍS AUGUSTO BARROS - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;MA;MA - SÃO MATEUS DO MARANHÃO;RNC;
MT - RONDONOPOLIS - 52775 UNIC FLORIANO PEIXOTO - Aplicação - Demanda Judicial;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Demanda Judicial;MT;MT - RONDONOPOLIS;RM;
AM - MANAUS - 50432 EE PROFA EUNICE SERRANO TELLES DE SOUZA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RNC;
AM - MANAUS - 50432 EE PROFA EUNICE SERRANO TELLES DE SOUZA - Aplicação - Infraestrutura;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;AM;AM - MANAUS;RNC;
RO - JI-PARANA - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;RO;RO - JI-PARANA;RM;
PE - Pesqueira - 56760 EDUCANDARIO IMACULADA CONCEICAO - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;PE;PE - Pesqueira;RNC;
MG - SÃO JOÃO EVANGELISTA - 6888 ESCOLA MUNICIPAL JOSÉ GUIMARÃES - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;MG;MG - SÃO JOÃO EVANGELISTA;RNC;
AL - PILAR - 54480 EM PROF JORGE BARROS - Emergências Médicas - Nascimentos;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Nascimentos;AL;AL - PILAR;RM;
RS - CAMPO BOM - 8759 EEEM Ildefonso Pinto - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;RS;RS - CAMPO BOM;RM;
PE - CARNAÍBA - 56741 EREM JOAQUIM MENDES DA SILVA - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Perda ou extravio;PE;PE - CARNAÍBA;RNC;
TO - PALMAS - 1217 UNIVERSIDADE FEDERAL DO TOCANTINS - UFT - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;TO;TO - Palmas;RNC;
AP - MACAPÁ - 50951 EE RIVANDRA NAZARE SILVA GUIMARAES - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;AP;AP - MACAPÁ;RNC;
SE - PROPRIA - 3340 Colégio Estadual Coronel João Fernandes de Britto - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - PROPRIA;RM;
ES - SERRA - 3785 Faculdades Doctum da  Serra - Eliminação de Participantes - Procedimento indevido relacionado ao Cartão-Resposta;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Procedimento indevido relacionado ao Cartão-Resposta;ES;ES - SERRA;RM;
RO - PORTO VELHO - 202 Faculdade de Rondônia (FARO) - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;RO;RO - PORTO VELHO;RM;
AP - MACAPA - 50872 EE COELHO NETO - Emergências Médicas - Acidentes no local de prova;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;AP;AP - MACAPA;RM;
ES - VILA VELHA - 3823 UMEF Irmã Feliciana Garcia - Segurança Pública - CVLI (Crimes Violentos Letais Intencionais);2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - CVLI (Crimes Violentos Letais Intencionais);ES;ES - VILA VELHA;RM;
AM - MANAUS - 50439 EE NOSSA SENHORA APARECIDA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RNC;
BA - ITABUNA - 2870 IUNE - EDUCACIONAL UNIME ITABUNA CAMPUS I - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;BA;BA - ITABUNA;RNC;
PE - Lagoa Grande - 57033 COL INACIA RITA - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;PE;PE - Lagoa Grande;RNC;
SE - PORTO DA FOLHA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SE;SE - PORTO DA FOLHA;RM;
PE - OLINDA - 57242 ESCOLA MENINO JESUS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PE;PE - OLINDA;RM;
MT - Barra do Garças - 53065 UFMT - CAMPUS UNIVERSITARIO DO ARAGUAIA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;MT;MT - Barra do Garças;RNC;
RN - NATAL - 50153 IFRN - CAMPUS CIDADE ALTA - Malote - Integridade do lacre metálico;2016;Enem;2. Implementação - Aplicação do exame;Malote - Integridade do lacre metálico;RN;RN - NATAL;RM;
RS - PORTO ALEGRE - 8444 COLéGIO ESTADUAL PROTáSIO ALVES - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;RS;RS - Porto Alegre;RNC;
MG - UBERLâNDIA - 7596 COLéGIO MAIS POSITIVO FERNANDO VILELA - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;MG;MG - Uberlândia;RNC;
SE - SIMAO DIAS - 3373 Escola Estadual Pedro Valadares - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - SIMAO DIAS;RM;
RN - PARNAMIRIM - 50248 EM PROFA FRANCISCA BEZERRA DE SOUZA - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;RN;RN - PARNAMIRIM;RM;
PB - POMBAL - 51178 EEEFM ARRUDA CAMARA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PB;PB - POMBAL;RNC;
RN - PARNAMIRIM - 50221 EE PROF ELIAH MAIA DO REGO - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;RN;RN - PARNAMIRIM;RM;
MG - SERRO - 6993 ESCOLA ESTADUAL LUIZA DE MARILAC - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;MG;MG - SERRO;RNC;
RS - PORTO ALEGRE - 8444 COLéGIO ESTADUAL PROTáSIO ALVES - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;RS;RS - Porto Alegre;RNC;
BA - IRECê - 2118 COLéGIO POLIVALENTE GOVERNADOR ANTôNIO CARLOS MAGALHãES - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;BA;BA - Irecê;RNC;
AC - RIO BRANCO - 79 Escola Municipal Maria Lúcia Moura Marin - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;AC;AC - RIO BRANCO;RM;
RO - PRESIDENTE MÉDICI - 304 EEEFM PRESIDENTE EMÍLIO GARRASTAZU MÉDICI - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;RO;RO - PRESIDENTE MÉDICI;RNC;
PA - Ananindeua - 7816 Colégio Supremo da Amazônia - Prédio Sede - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;PA;PA - Ananindeua;RNC;
AM - MANAUS - 50646 3°COL POLICIA MILITAR PROF WALDOCKE FRICKE DE LYRA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RM;
MA - SAO LUIS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MA;MA - SAO LUIS;RM;
RR - Boa Vista - 51036 COL OBJETIVO - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Não recebido;RR;RR - Boa Vista;RNC;
AM - MANAUS - 50641 EE MANUEL RODRIGUES DE SOUZA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RM;
RR - BOA VISTA - 51040 EE GONCALVES DIAS - Aplicação - Sabatista;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Sabatista;RR;RR - BOA VISTA;RM;
MA - SAO LUIS - 8115 CE ALMIRANTE TAMANDARÉ - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MA;MA - SAO LUIS;RM;
MG - BELO HORIZONTE - 4695 Pontifícia Universidade Católica de Minas Gerais PUC MG Campus Coração Eucarístico - Aplicação - Tentativa de roubo de caderno de prova;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tentativa de roubo de caderno de prova;MG;MG - BELO HORIZONTE;RM;
AM - MANAUS - 50646 3°COL POLICIA MILITAR PROF WALDOCKE FRICKE DE LYRA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RM;
AM - MANAUS - 50641 EE MANUEL RODRIGUES DE SOUZA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AM;AM - MANAUS;RM;
PA - CAPITAO POCO - 5099 EMEF PROF MARIANA DAS GRAÇAS DA SILVA AGUIAR - Eliminação de Participantes - Tentativa ou utilização de meio fraudulento;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Tentativa ou utilização de meio fraudulento;PA;PA - CAPITAO POCO;RM;
PB - JOÃO PESSOA - G12139 EMEF CHICO XAVIER - Aplicação - Quantidade de provas;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Quantidade de provas;PB;PB - JOÃO PESSOA;CMI;
PE - RECIFE - 57091 FACIPE - CAMPUS IPUTINGA I - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;PE;PE - RECIFE;RM;
SE - NOSSA SENHORA DAS DORES - 3302 Colégio Estadual General Calazans - Segurança Pública - CVP (Crimes Violentos contra o Patrimônio);2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - CVP (Crimes Violentos contra o Patrimônio);SE;SE - NOSSA SENHORA DAS DORES;RM;
MG - GUANHAES - 6825 Faculdade Cidade de Guanhães FACIG - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;MG;MG - GUANHAES;RM;
PE - Abreu e Lima - 57375 EREM MARIA VIEIRA MULITERNO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PE;PE - Abreu e Lima;RNC;
ES - VITóRIA - 3848 EMEF CECILIANO ABEL DE ALMEIDA - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;ES;ES - Vitória;RNC;
SE - JAPARATUBA - 3257 Escola Municipal Professora Maria de Souza Campos - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - JAPARATUBA;RM;
MG - JUIZ DE FORA - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;MG;MG - JUIZ DE FORA;RM;
SP - Itanhaém - 54426 EE PROFA ROSELIA BRAGA XAVIER - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - Itanhaém;RNC;
RO - PORTO VELHO - 172 EEEFM Rio Branco - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;RO;RO - PORTO VELHO;RM;
AP - MACAPA - 50860 EE BARAO DO RIO BRANCO - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;AP;AP - MACAPA;RM;
SP - Praia Grande - 54405 EE REVERENDO AUGUSTO PAES DE AVILA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - Praia Grande;RNC;
PE - Olinda - 57223 EE DOM PEDRO BANDEIRA DE MELO - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;PE;PE - Olinda;RNC;
CE - Sobral - 55537 EEFM MONSENHOR JOSE GERARDO FERREIRA GOMES - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;CE;CE - Sobral;RNC;
PA - Belém - 7988 EEEFM Prof. Ruth Rosita de Nazaré Gonzales - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;PA;PA - Belém;RNC;
AP - MACAPA - 50886 EE ZOLITO DE JESUS NUNES - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;AP;AP - MACAPA;RM;
PA - Santarém - 5577 EEEFM Felisbelo Jaguar Sussuarana - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;PA;PA - Santarém;RNC;
MA - São Raimundo das Mangabeiras - 512 Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - Campus São Raimundo das Mangabeiras - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;MA;MA - São Raimundo das Mangabeiras;RNC;
GO - Goiânia - 4411 Pontifícia Universidade Católica de Goiás (PUC-GO) - Campus V - Blocos A e B - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;GO;GO - Goiânia;RNC;
SP - LOUVEIRA - 53693 EE ODILON LEITE FERRAZ - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;SP;SP - LOUVEIRA;RM;
BA - Barra - 2518 Centro Multidisciplinar da Barra - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Não recebido;BA;BA - Barra;RNC;
SE - NOSSA SENHORA DE LOURDES - 3210 Escola Municipal Enedina Batista de Melo - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - NOSSA SENHORA DE LOURDES;RM;
MG - Juiz de Fora - 7267 Colégio e Curso Cerqueira - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;MG;MG - Juiz de Fora;RNC;
SE - RIACHUELO - Abastecimento de Água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;SE;SE - RIACHUELO;RM;
SP - CARAPICUIBA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - CARAPICUIBA;RM;
PI - TERESINA - 1762 CENTRO UNIVERSITáRIO UNINOVAFAPI - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;PI;PI - Teresina;RNC;
PA - IGARAPE-ACU - Aplicação - Tumulto em local de prova;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tumulto em local de prova;PA;PA - IGARAPE-ACU;RM;
BA - RIACHO DE SANTANA - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - RIACHO DE SANTANA;RM;
BA - RIACHAO DAS NEVES - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - RIACHAO DAS NEVES;RM;
BA - PORTO SEGURO - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - PORTO SEGURO;RM;
BA - PAULO AFONSO - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - PAULO AFONSO;RM;
BA - PARAMIRIM - Malote - Atraso na coleta de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na coleta de malotes;BA;BA - PARAMIRIM;RM;
BA - JACOBINA - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - JACOBINA;RM;
PE - CAMARAGIBE - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PE;PE - CAMARAGIBE;RM;
BA - SANTO AMARO - Malote - Atraso na entrega de malotes;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na entrega de malotes;BA;BA - SANTO AMARO;RM;
RN - NATAL - 50192 FACEX I - Aplicação - Infraestrutura;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;RN;RN - NATAL;RM;
PR - PIRAQUARA - 55181 CE DR GILBERTO ALVES DO NASCIMENTO - Aplicação - Infraestrutura;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;PR;PR - PIRAQUARA;RM;
PA - Marabá - 5470 EMEF Dr Paulo Umbelino Ferreira - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;PA;PA - Marabá;RNC;
SC - SãO FRANCISCO DO SUL - 53354 EM DR ROGERIO ZATTAR - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;SC;SC - São Francisco do Sul;RNC;
SP - Valinhos - 53773 EE PROF JOSE LEME DO PRADO - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);SP;SP - Valinhos;RNC;
SE - NOSSA SENHORA DE LOURDES - 3210 Escola Municipal Enedina Batista de Melo - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - NOSSA SENHORA DE LOURDES;RM;
SE - NOSSA SENHORA DAS DORES - 3302 Colégio Estadual General Calazans - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - NOSSA SENHORA DAS DORES;RM;
AC - RIO BRANCO - 84 FACULDADE DA AMAZôNIA OCIDENTAL (FAAO) - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Integridade do cadeado eletrônico;AC;AC - Rio Branco;RNC;
ES - LINHARES - 3948 FACULDADE PITáGORAS - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Abertura e fechamento dos portões;ES;ES - Linhares;RNC;
RN - PARNAMIRIM - 50225 CENTRO EDUCACIONAL PH3 - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;RN;RN - PARNAMIRIM;RM;
RN - MOSSORO - 50096 EM PROF MANOEL ASSIS - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;RN;RN - MOSSORO;RM;
MG - BELO HORIZONTE - 4762 NEWTON PAIVA - UNIDADE CARLOS LUZ 220 - UNIDADE JK - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;MG;MG - Belo Horizonte;RNC;
SP - SAO PAULO - Emergências Médicas - Acidentes no local de prova;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;SP;SP - SAO PAULO;RM;
ES - Itapemirim - 4010 EEEFM Leopoldino Rocha - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;ES;ES - Itapemirim;RNC;
SC - Florianópolis - 53279 UFSC - UNIV FEDERAL DE SANTA CATARINA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;SC;SC - Florianópolis;RNC;
RO - PORTO VELHO - 207 COLéGIO TIRADENTES DA POLíCIA MILITAR DO ESTADO DE RONDôNIA - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Abertura indevida;RO;RO - Porto Velho;RNC;
AP - MACAPA - Aplicação - Tumulto em local de prova;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tumulto em local de prova;AP;AP - MACAPA;RM;
GO - QUIRINóPOLIS - 4567 COLéGIO ESTADUAL DOUTOR ONéRIO PEREIRA VIEIRA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;GO;GO - Quirinópolis;RNC;
GO - QUIRINóPOLIS - 4567 COLéGIO ESTADUAL DOUTOR ONéRIO PEREIRA VIEIRA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;GO;GO - Quirinópolis;RNC;
GO - QUIRINóPOLIS - 4567 COLéGIO ESTADUAL DOUTOR ONéRIO PEREIRA VIEIRA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;GO;GO - Quirinópolis;RNC;
RJ - RIO DE JANEIRO - 57891 EM NELSON RODRIGUES - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RJ;RJ - Rio de Janeiro;RNC;
RJ - Rio de Janeiro - 57798 PENSI COL E CURSO - MADUREIRA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);RJ;RJ - Rio de Janeiro;RNC;
RJ - Paraíba do Sul - 51870 CE MONSENHOR FRANCISCO - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Saída antes do horário permitido;RJ;RJ - Paraíba do Sul;RNC;
RJ - Mesquita - 51769 EM VEREADOR AMERICO DOS SANTOS - Emergências médicas;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;RJ;RJ - Mesquita;RNC;
PB - ALHANDRA - 51565 EMEIF PROFA ZELIA CORREIA DO O - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;PB;PB - Alhandra;RNC;
AM - Manaus - 50523 FAC METROPOLITANA DE MANAUS - FAMETRO/UNIDADE 3 - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Abertura e fechamento dos portões;AM;AM - Manaus;RNC;
RJ - RIO DE JANEIRO - 57891 EM NELSON RODRIGUES - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RJ;RJ - RIO DE JANEIRO;RM;
RJ - RIO DE JANEIRO - 57890 EM RENATO LEITE - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RJ;RJ - RIO DE JANEIRO;RM;
RJ - Mesquita - 51769 EM VEREADOR AMERICO DOS SANTOS - Emergências médicas;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;RJ;RJ - Mesquita;RNC;
MA - COROATA - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;MA;MA - COROATA;RM;
RJ - RIO DE JANEIRO - 57680 EM TIA CIATA - Aplicação - Tumulto em local de prova;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tumulto em local de prova;RJ;RJ - RIO DE JANEIRO;RM;
SC - Tijucas - 53324 UNIVALI - UNIVERSIDADE DO VALE DO ITAJAI - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Procedimento indevido relacionado ao Cartão-Resposta;SC;SC - Tijucas;RNC;
RJ - BELFORD ROXO - 51735 EM JULIO CESAR DE ANDRADE GONÇALVES - Malote - Operação reversa;2016;Enem;2. Implementação - Aplicação do exame;Malote - Operação reversa;RJ;RJ - BELFORD ROXO;RM;
AC - TARAUACA - Malote - Abertura indevida;2016;Enem;2. Implementação - Aplicação do exame;Malote - Abertura indevida;AC;AC - TARAUACA;RM;
BA - Barreiras - 1816 Instituto Federal de Educação Ciências e Tecnologia da Bahia (IFBA) - Campus Barreiras - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;BA;BA - Barreiras;RNC;
MA - São Luís - 8110 UNICEUMA - Renascença - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;MA;MA - São Luís;RNC;
SC - Tijucas - 53324 UNIVALI - UNIVERSIDADE DO VALE DO ITAJAI - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Procedimento indevido relacionado ao Cartão-Resposta;SC;SC - Tijucas;RNC;
